blaOXA-378.1_KF986259	1	0	.	.	Original name: blaOXA-378_1_KF986259
blaOXA-379.1_KF986260	1	0	.	.	Original name: blaOXA-379_1_KF986260
blaOXA-380.1_KF986261	1	0	.	.	Original name: blaOXA-380_1_KF986261
blaOXA-381.1_KJ135344	1	0	.	.	Original name: blaOXA-381_1_KJ135344
blaOXA-382.1_KJ135345	1	0	.	.	Original name: blaOXA-382_1_KJ135345
blaOXA-383.1_KF986262	1	0	.	.	Original name: blaOXA-383_1_KF986262
blaOXA-384.1_KF986263	1	0	.	.	Original name: blaOXA-384_1_KF986263
blaOXA-385.1_KF986253	1	0	.	.	Original name: blaOXA-385_1_KF986253
blaOXA-386.1_KF986254	1	0	.	.	Original name: blaOXA-386_1_KF986254
blaOXA-387.1_KJ173478	1	0	.	.	Original name: blaOXA-387_1_KJ173478
blaOXA-388.1_KJ135343	1	0	.	.	Original name: blaOXA-388_1_KJ135343
blaOXA-389.1_KJ135346	1	0	.	.	Original name: blaOXA-389_1_KJ135346
blaOXA-390.1_KJ135342	1	0	.	.	Original name: blaOXA-390_1_KJ135342
blaOXA-391.1_KJ427797	1	0	.	.	Original name: blaOXA-391_1_KJ427797
blaOXA-392.1_AB901044	1	0	.	.	Original name: blaOXA-392_1_AB901044
blaOXA-395.1_AY306133	1	0	.	.	Original name: blaOXA-395_1_AY306133
blaOXA-396.1_AY306134	1	0	.	.	Original name: blaOXA-396_1_AY306134
blaOXA-397.1_KM087865	1	0	.	.	Original name: blaOXA-397_1_KM087865
blaOXA-398.1_KM087842	1	0	.	.	Original name: blaOXA-398_1_KM087842
blaOXA-400.1_KJ780078	1	0	.	.	Original name: blaOXA-400_1_KJ780078
blaOXA-401.1_KJ780076	1	0	.	.	Original name: blaOXA-401_1_KJ780076
blaOXA-402.1_JX865391	1	0	.	.	Original name: blaOXA-402_1_JX865391
blaOXA-403.1_KJ920337	1	0	.	.	Original name: blaOXA-403_1_KJ920337
blaOXA-404.1_KJ920338	1	0	.	.	Original name: blaOXA-404_1_KJ920338
blaOXA-405.1_KM589641	1	0	.	.	Original name: blaOXA-405_1_KM589641
blaOXA-406.1_KJ584915	1	0	.	.	Original name: blaOXA-406_1_KJ584915
blaOXA-407.1_KJ584916	1	0	.	.	Original name: blaOXA-407_1_KJ584916
blaOXA-408.1_KJ584917	1	0	.	.	Original name: blaOXA-408_1_KJ584917
blaOXA-409.1_KJ584918	1	0	.	.	Original name: blaOXA-409_1_KJ584918
blaOXA-410.1_KJ584919	1	0	.	.	Original name: blaOXA-410_1_KJ584919
blaOXA-411.1_KJ584920	1	0	.	.	Original name: blaOXA-411_1_KJ584920
